RefId,IsBadBuy,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost
746,1,9/15/2010,ADESA,2004,6,FORD,EXPLORER 2WD V8,XLT,4D SUV 4.6L XLT,WHITE,AUTO,NULL,NULL,83248,AMERICAN,MEDIUM SUV,FORD,6452,7931,10065,11813,6452,7931,10065,11813,NULL,NULL,52117,20166,VA,6320,0,1893
747,1,9/15/2010,ADESA,2006,4,DODGE,STRATUS 4C,SXT,4D SEDAN,BLACK,AUTO,2,Covers,58938,AMERICAN,MEDIUM,CHRYSLER,4040,5248,7319,8547,4104,5283,7253,8913,NULL,NULL,52117,20166,VA,5990,0,920
748,1,9/15/2010,ADESA,2002,8,FORD,ESCAPE 4WD V6,XLT,4D CUV 3.0L XLT,SILVER,AUTO,1,Alloy,94019,AMERICAN,SMALL SUV,FORD,4231,5587,7827,9239,4103,5341,7263,8736,NULL,NULL,52117,20166,VA,6320,0,1930
749,0,9/22/2010,ADESA,2008,2,HYUNDAI,SONATA 4C,GLS,4D SEDAN GLS,BLUE,AUTO,2,Covers,62801,OTHER ASIAN,MEDIUM,OTHER,9021,10339,12541,13784,7862,9103,11199,12331,NULL,NULL,52117,20166,VA,8530,0,728
750,0,9/22/2010,ADESA,2006,4,CHRYSLER,300,Lim,4D SEDAN,SILVER,AUTO,1,Alloy,84631,AMERICAN,SPECIALTY,CHRYSLER,8372,9914,12522,14042,8734,10403,12451,14830,NULL,NULL,52117,20166,VA,10035,0,1503
751,0,9/22/2010,ADESA,2007,3,PONTIAC,G6 4C,Bas,4D SEDAN SE1,BLACK,AUTO,2,Covers,82994,AMERICAN,MEDIUM,GM,7888,9373,11303,13169,8155,9630,11183,12251,NULL,NULL,52117,20166,VA,7690,0,1113
752,0,9/22/2010,ADESA,2005,5,CHEVROLET,MALIBU V6,LS,4D SEDAN LS,MAROON,AUTO,1,Alloy,86575,AMERICAN,MEDIUM,GM,4196,5440,7311,9053,4032,5092,7429,8751,NULL,NULL,52117,20166,VA,6310,0,1373
753,0,9/22/2010,ADESA,2006,4,CHEVROLET,EQUINOX FWD V6,LT,4D SUV LT,BLACK,AUTO,1,Alloy,73253,AMERICAN,MEDIUM SUV,GM,9186,11279,14045,17245,7673,9222,11478,13514,NULL,NULL,52117,20166,VA,7920,0,1389
754,0,9/22/2010,ADESA,2004,6,GMC,ENVOY 2WD 6C,SLE,4D UTILITY 4.2L SLE,SILVER,AUTO,1,Alloy,83091,AMERICAN,MEDIUM SUV,GM,6271,7549,9939,11566,4608,6146,8211,9936,NULL,NULL,52117,20166,VA,7720,0,1243
755,1,9/22/2010,ADESA,2006,4,HYUNDAI,SONATA 4C,GLS,4D SEDAN GLS,WHITE,AUTO,1,Alloy,81264,OTHER ASIAN,MEDIUM,OTHER,6328,7554,10311,12309,6388,7240,9596,11093,NULL,NULL,52117,20166,VA,7320,0,853
756,0,9/22/2010,ADESA,2004,6,FORD,EXPLORER 4WD V6,XLS,4D SUV 4.0L FFV XLS,MAROON,AUTO,1,Alloy,73344,AMERICAN,MEDIUM SUV,FORD,5501,7110,9425,10970,5401,6890,9151,10781,NULL,NULL,52117,20166,VA,8090,0,1740
757,0,9/22/2010,ADESA,2007,3,CHRYSLER,SEBRING 4C,Tou,4D SEDAN TOURING,GREY,AUTO,1,Alloy,57103,AMERICAN,MEDIUM,CHRYSLER,8059,9166,12213,13256,7303,8845,10669,12429,NULL,NULL,52117,20166,VA,6960,0,920
758,0,9/22/2010,ADESA,2007,3,FORD,TAURUS,SE,4D SEDAN SE,SILVER,AUTO,2,Covers,83667,AMERICAN,MEDIUM,FORD,5287,6551,9122,10194,4874,5983,8244,9525,NULL,NULL,52117,20166,VA,5400,0,983
759,0,9/22/2010,ADESA,2008,2,DODGE,CHARGER V6,Bas,4D SEDAN 2.7L,BLACK,AUTO,2,Covers,74214,AMERICAN,SPECIALTY,CHRYSLER,10232,11433,14163,15522,10054,11360,14002,15390,NULL,NULL,52117,20166,VA,8930,0,1389
760,0,9/29/2010,ADESA,2008,2,DODGE,CALIBER,SE,4D WAGON,SILVER,AUTO,2,Covers,51764,AMERICAN,MEDIUM,CHRYSLER,7621,8574,11642,12466,7394,8561,11399,12675,NULL,NULL,52117,20166,VA,6760,0,754
761,0,9/29/2010,ADESA,2005,5,CHRYSLER,PT CRUISER,Lim,4D SEDAN LIMITED,WHITE,AUTO,1,Alloy,49017,AMERICAN,MEDIUM,CHRYSLER,4016,5169,7481,8704,4334,5854,7585,9343,NO,GREEN,52117,20166,VA,6200,0,975
762,0,9/29/2010,ADESA,2004,6,MAZDA,MAZDA3,s,4D SEDAN I,BLUE,AUTO,1,Alloy,80959,OTHER ASIAN,MEDIUM,OTHER,5264,6430,7967,9214,4207,5386,7431,8464,NULL,NULL,52117,20166,VA,6170,0,1113
763,0,9/29/2010,ADESA,2007,3,FORD,FOCUS,ZX4,4D SEDAN S,BLACK,AUTO,2,Covers,76263,AMERICAN,COMPACT,FORD,5597,7092,9562,10749,5420,6779,9202,11510,NULL,NULL,52117,20166,VA,5350,0,1155
764,0,9/29/2010,ADESA,2003,7,CHEVROLET,CAVALIER 4C,LS,4D SEDAN LS,SILVER,AUTO,1,Alloy,74618,AMERICAN,COMPACT,GM,2284,3117,4959,5880,2247,3263,4765,5851,NULL,NULL,52117,20166,VA,4705,0,1455
765,0,9/29/2010,ADESA,2004,6,OLDSMOBILE,ALERO 4C,GL,4D SEDAN GL2,WHITE,AUTO,1,Alloy,75777,AMERICAN,MEDIUM,GM,3098,4131,6245,7337,2780,3883,5451,6184,NULL,NULL,52117,20166,VA,4740,0,1506
766,0,10/13/2010,ADESA,2003,7,CHEVROLET,TRAILBLAZER EXT 4WD,LS,4D SUV 4.2L LS,GREY,AUTO,1,Alloy,74948,AMERICAN,MEDIUM SUV,GM,5364,6894,8980,11047,6080,8229,9929,12515,NULL,NULL,52117,20166,VA,8290,0,2274
767,0,10/13/2010,ADESA,2004,6,CHEVROLET,IMPALA,Bas,4D SEDAN,GOLD,AUTO,1,Alloy,57740,AMERICAN,LARGE,GM,3322,4533,6452,7870,3440,4552,6604,7999,NULL,NULL,52117,20166,VA,6370,0,1500
768,0,10/13/2010,ADESA,2006,4,CHEVROLET,COBALT,LS,4D SEDAN LS,RED,AUTO,2,Covers,64979,AMERICAN,COMPACT,GM,4647,5862,7965,8991,4522,5662,7710,8736,NULL,NULL,52117,20166,VA,5640,0,728
769,0,10/13/2010,ADESA,2003,7,CHEVROLET,TAHOE 4WD,Z71,4D SUV 5.3L FFV LS,BLUE,AUTO,1,Alloy,91080,AMERICAN,LARGE SUV,GM,7682,9668,12192,13861,8166,9142,13206,14785,NULL,NULL,52117,20166,VA,10580,0,2218
770,0,10/13/2010,ADESA,2006,4,CHEVROLET,IMPALA,LT,4D SEDAN LT 3.9L,WHITE,AUTO,1,Alloy,73308,AMERICAN,LARGE,GM,6390,7983,9740,11290,6036,7268,9554,10997,NULL,NULL,52117,20166,VA,8130,0,1974
771,0,10/13/2010,ADESA,2007,3,CHRYSLER,SEBRING 4C,Tou,4D SEDAN TOURING,WHITE,AUTO,1,Alloy,89102,AMERICAN,MEDIUM,CHRYSLER,7822,9252,11512,13225,7700,8926,11083,12389,NULL,NULL,52117,20166,VA,7150,0,1243
772,0,10/13/2010,ADESA,2004,6,SATURN,ION,3,4D SEDAN LEVEL 3,BLACK,AUTO,1,Alloy,59084,AMERICAN,MEDIUM,GM,3823,4780,6902,8042,4062,5188,7080,8238,NULL,NULL,52117,20166,VA,5130,0,671
773,1,10/13/2010,ADESA,2005,5,DODGE,NEON,SXT,4D SEDAN,RED,AUTO,NULL,NULL,67007,AMERICAN,COMPACT,CHRYSLER,3091,4068,6072,7320,3091,4068,6072,7320,NULL,NULL,52117,20166,VA,5690,0,630
774,0,10/20/2010,ADESA,2007,3,MAZDA,MAZDA6,i,4D SEDAN I,MAROON,AUTO,1,Alloy,76746,OTHER ASIAN,MEDIUM,OTHER,9007,10502,12680,14048,9112,10483,12856,13882,NULL,NULL,52117,20166,VA,7420,0,1272
775,0,10/20/2010,ADESA,2005,5,DODGE,NEON,SXT,4D SEDAN,MAROON,AUTO,1,Alloy,67375,AMERICAN,COMPACT,CHRYSLER,3345,4367,6287,7755,3067,4147,6365,7592,NULL,NULL,52117,20166,VA,5750,0,630
776,0,10/20/2010,ADESA,2006,4,NISSAN,SENTRA,Bas,4D SEDAN 1.8,BROWN,AUTO,2,Covers,40307,TOP LINE ASIAN,COMPACT,OTHER,4597,6154,8517,9894,5081,6295,8610,9852,NULL,NULL,52117,20166,VA,5850,0,482
777,0,10/20/2010,ADESA,2005,5,DODGE,CARAVAN GRAND FWD V6,SXT,MINIVAN 3.8L SXT,BLUE,AUTO,1,Alloy,86702,AMERICAN,VAN,CHRYSLER,5278,6716,9097,10953,5284,6802,9115,10754,NULL,NULL,52117,20166,VA,5750,0,1763
778,0,10/20/2010,ADESA,2005,5,MAZDA,TRIBUTE 2WD V6,s,4D SPORT UTILITY S,BLACK,AUTO,1,Alloy,60267,OTHER ASIAN,SMALL SUV,OTHER,6910,8784,10640,12723,5626,7064,9247,10725,NULL,NULL,52117,20166,VA,8020,0,825
779,0,10/20/2010,ADESA,2007,3,CHEVROLET,IMPALA,LS,4D SEDAN LS,SILVER,AUTO,2,Covers,70819,AMERICAN,LARGE,GM,7571,8806,10692,11995,8440,9842,11617,13154,NO,GREEN,52117,20166,VA,8450,0,1974
780,0,10/20/2010,ADESA,2005,5,NISSAN,SENTRA,S,4D SEDAN 1.8S,BLUE,AUTO,2,Covers,69734,TOP LINE ASIAN,COMPACT,OTHER,4392,5459,7668,8536,4222,5103,7546,8774,NULL,NULL,52117,20166,VA,6360,0,533
781,0,10/20/2010,ADESA,2004,6,FORD,EXPLORER 4WD V6,XLT,4D SUV 4.0L FFV XLT,BROWN,AUTO,1,Alloy,65042,AMERICAN,MEDIUM SUV,FORD,5902,7485,9699,11432,5084,6515,8920,10488,NULL,NULL,52117,20166,VA,7370,0,1508
782,0,10/20/2010,ADESA,2006,4,PONTIAC,GRAND PRIX,Bas,4D SEDAN,GREY,AUTO,2,Covers,75861,AMERICAN,LARGE,GM,6035,7433,9456,10907,5494,6762,8925,10217,NULL,NULL,52117,20166,VA,6150,0,1974
783,0,10/20/2010,ADESA,2004,6,DODGE,DURANGO 4WD V8,SLT,4D SUV 4.7L,WHITE,AUTO,2,Covers,73496,AMERICAN,MEDIUM SUV,CHRYSLER,6560,8137,10035,11992,6548,7100,10464,10942,NULL,NULL,52117,20166,VA,8880,0,1623
784,0,10/20/2010,ADESA,2006,4,MAZDA,MAZDA6,i,4D SEDAN I,BLUE,AUTO,2,Covers,85836,OTHER ASIAN,MEDIUM,OTHER,6341,7496,10189,11156,6108,7377,9829,10896,NULL,NULL,52117,20166,VA,7570,0,1373
785,0,10/20/2010,ADESA,2007,3,HYUNDAI,SONATA V6,Lim,4D SEDAN,BLACK,AUTO,1,Alloy,65215,OTHER ASIAN,MEDIUM,OTHER,7724,9038,11549,12790,7904,9429,11772,13114,NULL,NULL,52117,20166,VA,8040,0,728
786,0,10/27/2010,ADESA,2003,7,DODGE,DURANGO 4WD V8,SLT,4D SUV 4.7L SLT,BLUE,AUTO,1,Alloy,96160,AMERICAN,MEDIUM SUV,CHRYSLER,4813,6400,8489,9959,4498,6065,7915,9446,NULL,NULL,52117,20166,VA,5850,0,2218
787,0,10/27/2010,ADESA,2004,6,CHEVROLET,TRAILBLAZER 4WD 6C,Nor,4D SUV 4.2L LS,GREY,AUTO,1,Alloy,83241,AMERICAN,MEDIUM SUV,GM,5875,7258,10019,11374,5477,6913,9476,11295,NULL,NULL,52117,20166,VA,6560,0,2152
788,0,10/27/2010,ADESA,2005,5,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L LS,WHITE,AUTO,1,Alloy,71074,AMERICAN,MEDIUM SUV,GM,6824,8283,11193,12640,6522,8126,11242,12702,NULL,NULL,52117,20166,VA,8980,0,1974
789,0,10/27/2010,ADESA,2001,9,FORD,FOCUS,LX,4D SEDAN LX,BLUE,MANUAL,2,Covers,90030,AMERICAN,COMPACT,FORD,1822,2468,4232,4947,2250,2900,4693,5443,NO,GREEN,52117,20166,VA,3850,0,1641
790,0,10/27/2010,ADESA,2005,5,TOYOTA,COROLLA,CE,4D SEDAN CE,GREY,AUTO,2,Covers,86497,TOP LINE ASIAN,COMPACT,OTHER,5627,6601,8687,9932,5805,6659,9040,10025,NO,GREEN,52117,20166,VA,7370,0,594
791,0,10/27/2010,ADESA,2003,7,DODGE,CARAVAN GRAND FWD V6,Spo,MINIVAN 3.8L SPORT,BLUE,AUTO,1,Alloy,85383,AMERICAN,VAN,CHRYSLER,3569,4681,6742,7838,3912,5152,7301,8781,NULL,NULL,52117,20166,VA,5970,0,2063
792,0,11/3/2010,ADESA,2007,3,FORD,FOCUS,ZX4,4D SEDAN S,SILVER,AUTO,2,Covers,69072,AMERICAN,COMPACT,FORD,5725,7187,9495,10711,5202,6531,8980,10192,NULL,NULL,52117,20166,VA,5940,0,1020
793,0,11/3/2010,ADESA,2005,5,CHEVROLET,VENTURE FWD V6,LS,PASSENGER EXT 3.4L LS,BLUE,AUTO,1,Alloy,84788,AMERICAN,VAN,GM,3472,4991,7162,9042,3532,4855,6907,8316,NULL,NULL,52117,20166,VA,5540,0,5092
794,0,11/3/2010,ADESA,2005,5,FORD,TAURUS,SE,4D SEDAN SE,WHITE,AUTO,1,Alloy,82401,AMERICAN,MEDIUM,FORD,3221,4475,6773,7879,3315,4560,6527,8979,NULL,NULL,52117,20166,VA,4945,0,983
795,0,11/3/2010,ADESA,2006,4,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L,GREY,AUTO,1,Alloy,69509,AMERICAN,MEDIUM SUV,GM,8997,11030,13302,15249,8725,10932,12665,15028,NULL,NULL,52117,20166,VA,8870,0,1703
796,0,11/3/2010,ADESA,2006,4,CHEVROLET,1500 SILVERADO PICKU,LS,REG CAB 4.3L,SILVER,AUTO,2,Covers,85621,AMERICAN,LARGE TRUCK,GM,6031,7923,9023,11400,6408,8178,10304,12560,NO,GREEN,52117,20166,VA,7760,0,1373
798,0,11/3/2010,ADESA,2005,5,DODGE,STRATUS 4C,SXT,4D SEDAN,GREY,AUTO,1,Alloy,70424,AMERICAN,MEDIUM,CHRYSLER,3357,4436,6517,7728,3024,4101,5993,6755,NULL,NULL,52117,20166,VA,5540,0,1155
799,0,11/3/2010,ADESA,2005,5,MITSUBISHI,GALANT V6,LS,4D SEDAN ES,SILVER,AUTO,2,Covers,58482,OTHER ASIAN,MEDIUM,OTHER,6267,7957,9737,11177,6190,7165,9441,10534,NO,GREEN,52117,20166,VA,7460,0,671
800,0,11/3/2010,ADESA,2004,6,DODGE,DURANGO 4WD V8,SLT,4D SUV 5.7L SLT,BEIGE,AUTO,1,Alloy,87192,AMERICAN,MEDIUM SUV,CHRYSLER,7435,9051,11055,12871,7700,9620,11774,13773,NULL,NULL,52117,20166,VA,8570,0,1763
801,0,11/3/2010,ADESA,2003,7,DODGE,DURANGO 4WD V8,Spo,4D SUV 4.7L SLT,BLACK,AUTO,1,Alloy,85009,AMERICAN,MEDIUM SUV,CHRYSLER,4811,6318,8375,9712,4739,6429,8481,10019,NULL,NULL,52117,20166,VA,5030,0,2063
802,0,11/10/2010,ADESA,2002,8,HONDA,ACCORD 4C,SE,2D COUPE SE AUTO,BLACK,AUTO,1,Alloy,45864,TOP LINE ASIAN,MEDIUM,OTHER,3595,4723,6458,8218,3627,5282,6849,8521,NULL,NULL,52117,20166,VA,7250,0,782
803,0,11/10/2010,ADESA,2006,4,DODGE,CARAVAN GRAND FWD V6,Bas,MINIVAN 3.3L,BLUE,AUTO,2,Covers,94287,AMERICAN,VAN,CHRYSLER,5648,7348,10051,12518,5687,7013,9487,11010,NULL,NULL,52117,20166,VA,5145,0,1918
804,0,11/10/2010,ADESA,2004,6,CHEVROLET,IMPALA,Bas,4D SEDAN,SILVER,AUTO,2,Covers,86024,AMERICAN,LARGE,GM,3299,4457,6212,7534,3086,4191,6229,7445,NULL,NULL,52117,20166,VA,4930,0,2152
805,0,11/10/2010,ADESA,2007,3,CHEVROLET,EQUINOX FWD V6,LS,4D SUV LS,GOLD,AUTO,1,Alloy,80130,AMERICAN,MEDIUM SUV,GM,9140,11088,13733,14966,8154,10319,11877,13909,NULL,NULL,52117,20166,VA,8470,0,1503
806,0,11/10/2010,ADESA,2005,5,PONTIAC,GRAND PRIX,GT,4D SEDAN GT2,BLACK,AUTO,1,Alloy,68414,AMERICAN,LARGE,GM,5478,7436,8953,10780,6523,7998,9867,11325,NULL,NULL,52117,20166,VA,7360,0,1703
807,1,11/10/2010,ADESA,2005,5,FORD,FOCUS,ZX4,4D SEDAN ZX4,GREY,AUTO,1,Alloy,82187,AMERICAN,COMPACT,FORD,3255,4146,5925,7189,3637,4679,7320,8012,NULL,NULL,52117,20166,VA,5030,0,1243
808,0,11/17/2010,ADESA,2004,6,FORD,EXPLORER 4WD V6,XLT,4D SUV 4.0L XLT,GREY,AUTO,1,Alloy,73953,AMERICAN,MEDIUM SUV,FORD,5870,7671,9644,11524,5385,6731,9056,11320,NULL,NULL,52117,20166,VA,8730,0,1740
809,0,11/17/2010,ADESA,2007,3,DODGE,1500 RAM PICKUP 2WD,ST,REG CAB 3.7L,RED,AUTO,1,Alloy,70971,AMERICAN,LARGE TRUCK,CHRYSLER,7441,9675,12455,14457,6765,8516,12166,13683,NULL,NULL,52117,20166,VA,7790,0,569
810,1,11/17/2010,ADESA,2007,3,FORD,FOCUS,ZX4,4D SEDAN S,SILVER,AUTO,2,Covers,55624,AMERICAN,COMPACT,FORD,5836,7412,9723,11180,5297,6712,8440,9946,NULL,NULL,52117,20166,VA,6000,0,920
811,0,11/17/2010,ADESA,2005,5,PONTIAC,VIBE,Bas,4D WAGON,BLUE,AUTO,1,Alloy,64495,AMERICAN,MEDIUM,GM,4663,6084,7830,9416,4571,5544,7607,8724,NULL,NULL,52117,20166,VA,6660,0,533
812,0,11/17/2010,ADESA,2007,3,SUZUKI,RENO,,4D SEDAN,SILVER,AUTO,2,Covers,69878,OTHER ASIAN,COMPACT,OTHER,4817,5939,7852,8582,5013,5974,8547,9765,NO,GREEN,52117,20166,VA,4690,0,533
813,0,11/17/2010,ADESA,2006,4,DODGE,STRATUS 4C,SXT,4D SEDAN,BLUE,AUTO,1,Alloy,103035,AMERICAN,MEDIUM,CHRYSLER,4560,5587,7671,8852,4297,5241,7268,8031,NULL,NULL,52117,20166,VA,3565,0,1450
814,1,11/17/2010,ADESA,2003,7,FORD,FOCUS,SE,4D SEDAN SE,RED,AUTO,NULL,NULL,58074,AMERICAN,COMPACT,FORD,2863,3788,5691,6890,2935,3912,5831,7099,NULL,NULL,52117,20166,VA,4455,0,1220
815,0,7/21/2009,ADESA,2004,5,CHEVROLET,MONTE CARLO 3.4L V6,LS,2D COUPE LS,SILVER,AUTO,1,Alloy,66151,AMERICAN,LARGE,GM,4452,5743,5308,6702,4499,5963,5359,6940,NULL,NULL,22916,50111,IA,6915,0,1703
816,1,7/21/2009,ADESA,2002,7,DODGE,NEON 2.0L I-4 SFI SO,SE,4D SEDAN SE,RED,AUTO,NULL,NULL,69215,AMERICAN,COMPACT,CHRYSLER,1443,2144,2058,2816,1443,2144,2058,2816,NULL,NULL,22916,50111,IA,4100,0,930
817,0,7/21/2009,ADESA,2005,4,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,SILVER,AUTO,2,Covers,83752,AMERICAN,MEDIUM,FORD,3706,4800,4502,5684,3706,4800,4502,5684,NULL,NULL,22916,50111,IA,3900,0,983
818,0,7/28/2009,ADESA,2007,2,KIA,SPECTRA 2.0L I4 EFI,EX,4D SEDAN EX,WHITE,AUTO,2,Covers,48895,OTHER ASIAN,MEDIUM,OTHER,4264,5332,5105,6259,4455,5326,5311,6252,NULL,NULL,22916,50111,IA,6010,0,482
819,0,7/28/2009,ADESA,2005,4,CHEVROLET,COBALT 2.2L I4 MPI,Bas,4D SEDAN,GREY,AUTO,2,Covers,41894,AMERICAN,COMPACT,GM,4862,5976,5751,6954,5048,6224,5952,7222,NULL,NULL,22916,50111,IA,5710,0,623
820,0,7/28/2009,ADESA,2007,2,CHEVROLET,COBALT 2.2L I4 MPI,LS,4D SEDAN LS,GOLD,AUTO,2,Covers,67835,AMERICAN,COMPACT,GM,6228,7055,7226,8119,5288,6182,8889,9765,NULL,NULL,22916,50111,IA,5810,0,728
821,0,7/28/2009,ADESA,2005,4,CHRYSLER,PACIFICA AWD 3.5L V6,Tou,4D SPORT,GOLD,AUTO,1,Alloy,89858,AMERICAN,CROSSOVER,CHRYSLER,6725,8066,7763,9211,6989,8313,8048,9478,NULL,NULL,22916,50111,IA,7315,0,2022
822,0,7/28/2009,ADESA,2005,4,CHRYSLER,PACIFICA FWD 3.8L V6,Bas,4D SPORT,GREEN,AUTO,2,Covers,69424,AMERICAN,CROSSOVER,CHRYSLER,0,0,0,0,0,0,0,0,NULL,NULL,22916,50111,IA,7315,0,1215
823,0,7/28/2009,ADESA,2007,2,DODGE,CHARGER V6 3.5L V6 E,Bas,4D SEDAN 3.5L,WHITE,AUTO,2,Covers,40658,AMERICAN,SPECIALTY,CHRYSLER,10513,12226,11854,13704,10856,12492,12224,13991,NULL,NULL,22916,50111,IA,9825,0,975
824,0,8/4/2009,ADESA,2006,3,CHEVROLET,COBALT 2.2L I4 MPI,LT,4D SEDAN LT,BLUE,AUTO,1,Alloy,49060,AMERICAN,COMPACT,GM,5811,7286,6776,8369,6217,7630,7214,8740,NULL,NULL,99740,50111,IA,5890,0,623
825,0,8/11/2009,ADESA,2006,3,DODGE,CARAVAN GRAND FWD V6,Bas,MINIVAN 3.3L,SILVER,AUTO,2,Covers,87256,AMERICAN,VAN,CHRYSLER,6547,8208,7571,9365,6625,8371,7655,9541,NULL,NULL,99740,50111,IA,5310,0,1763
826,0,8/11/2009,ADESA,2005,4,FORD,FOCUS 2.0L I4 SFI,ZX4,4D SEDAN ZX4,BLACK,AUTO,2,Covers,61962,AMERICAN,COMPACT,FORD,3783,4896,4586,5788,4110,5244,4939,6164,NULL,NULL,99740,50111,IA,3900,0,1020
827,0,8/11/2009,ADESA,2005,4,PONTIAC,VIBE 1.8L I4 MPI,Bas,4D WAGON,RED,AUTO,2,Covers,81449,AMERICAN,MEDIUM,GM,6644,8474,7676,9652,5558,6997,8857,10433,NULL,NULL,99740,50111,IA,8325,0,594
828,0,8/11/2009,ADESA,2005,4,CHEVROLET,MONTE CARLO 3.4L V6,LS,2D COUPE LS,SILVER,AUTO,1,Alloy,65954,AMERICAN,LARGE,GM,4424,5885,5278,6856,4743,5988,5622,6967,NULL,NULL,99740,50111,IA,7315,0,1703
829,0,8/11/2009,ADESA,2007,2,SUZUKI,FORENZA 2.0L I4 EFI,,4D SEDAN,BLACK,AUTO,2,Covers,58726,OTHER ASIAN,MEDIUM,OTHER,5451,6586,6387,7613,4965,6068,5862,7053,NULL,NULL,99740,50111,IA,5710,0,505
830,1,8/11/2009,ADESA,2006,3,CHEVROLET,COBALT 2.2L I4 MPI,LS,4D SEDAN LS,BLACK,AUTO,NULL,NULL,54912,AMERICAN,COMPACT,GM,4810,5899,5695,6871,4810,5899,5695,6871,NULL,NULL,99740,50111,IA,5710,0,671
831,1,8/18/2009,ADESA,2003,6,CHEVROLET,MALIBU V6 3.1L V6 SF,Bas,4D SEDAN,WHITE,AUTO,NULL,NULL,95298,AMERICAN,MEDIUM,GM,2488,3491,3187,4270,2488,3491,3187,4270,NULL,NULL,99740,50111,IA,4100,0,2939
832,0,8/18/2009,ADESA,2002,7,TOYOTA,CAMRY SOLARA V6 3.0L,SLE,2D COUPE SE,WHITE,AUTO,1,Alloy,81605,TOP LINE ASIAN,MEDIUM,OTHER,4405,5238,5257,6157,3594,4334,4382,5181,NULL,NULL,99740,50111,IA,8115,0,894
833,0,8/18/2009,ADESA,2005,4,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,BLACK,AUTO,2,Covers,67131,AMERICAN,LARGE,GM,5653,7130,6605,8200,5513,6996,6454,8056,NULL,NULL,99740,50111,IA,7515,0,1703
834,0,8/18/2009,ADESA,2005,4,CHEVROLET,COBALT 2.2L I4 MPI,Bas,4D SEDAN,BLUE,AUTO,2,Covers,70573,AMERICAN,COMPACT,GM,4813,5914,5698,6887,4086,5150,4913,6062,NULL,NULL,99740,50111,IA,5085,0,803
835,0,8/25/2009,ADESA,2005,4,KIA,RIO 1.6L I4 MPI,Bas,4D SEDAN,GREY,AUTO,2,Covers,66170,OTHER ASIAN,COMPACT,OTHER,2185,3076,2860,3822,2552,3433,3256,4208,NULL,NULL,22916,50111,IA,3495,0,533
836,0,8/25/2009,ADESA,2005,4,CHRYSLER,300 2.7L V6 MPI,Bas,4D SEDAN,WHITE,AUTO,2,Covers,83126,AMERICAN,SPECIALTY,CHRYSLER,7892,9235,9023,10474,8085,9163,9232,10396,NULL,NULL,22916,50111,IA,8825,0,1503
837,0,8/25/2009,ADESA,2004,5,DODGE,STRATUS 4C 2.4L I4 M,SE,4D SEDAN,SILVER,AUTO,2,Covers,90938,AMERICAN,MEDIUM,CHRYSLER,2766,3805,3487,4609,2681,3891,3395,4702,NULL,NULL,22916,50111,IA,3900,0,1341
838,0,8/25/2009,ADESA,2006,3,KIA,OPTIMA 4C 2.4L I4 MP,LX,4D SEDAN LX,WHITE,AUTO,2,Covers,59764,OTHER ASIAN,MEDIUM,OTHER,5142,6491,6053,7510,5381,6852,6311,7900,NULL,NULL,22916,50111,IA,6315,0,671
839,0,8/25/2009,ADESA,2006,3,CHRYSLER,TOWN & COUNTRY 2WD V,Bas,MINIVAN 3.3L,WHITE,AUTO,2,Covers,61817,AMERICAN,VAN,CHRYSLER,7231,8159,8309,9312,7010,7893,11043,12147,NULL,NULL,22916,50111,IA,7315,0,1411
840,0,8/25/2009,ADESA,2002,7,HONDA,CIVIC,Si,2D HATCKBACK SI 5SP,YELLOW,MANUAL,1,Alloy,91082,TOP LINE ASIAN,COMPACT,OTHER,4818,6234,5703,7233,4271,4893,7238,8021,NULL,NULL,22916,50111,IA,7315,0,1065
841,0,8/25/2009,ADESA,2005,4,CHEVROLET,MALIBU 4C 2.2L I4 MP,Bas,4D SEDAN,BLUE,AUTO,2,Covers,31845,AMERICAN,MEDIUM,GM,5060,6479,5965,7497,4407,5735,5260,6694,NULL,NULL,22916,50111,IA,7315,0,702
842,0,9/1/2009,ADESA,2003,6,CHRYSLER,PT CRUISER 2.4L I4 M,Tou,4D SEDAN LIMITED,BLACK,AUTO,1,Alloy,62642,AMERICAN,MEDIUM,CHRYSLER,3739,4457,4538,5314,3339,4314,4106,5159,NULL,NULL,99740,50111,IA,5210,0,1515
843,0,9/8/2009,ADESA,2003,6,JEEP,LIBERTY 4WD V6 3.7L,Spo,4D SUV SPORT,BROWN,MANUAL,1,Alloy,96216,AMERICAN,SMALL SUV,CHRYSLER,5296,6403,6220,7415,5163,6367,6076,7376,NULL,NULL,99740,50111,IA,5510,0,1353
